Id,QtdProduto,ValorTotalConsumo,ValorProduto,PrecoCompraProduto,Tipo,DataConsumacao,Hospedagem_Id,Movimentacao_Id,Produto_Id
4497,3,6.0,2.0,0.5,1,2031-11-30,3829,14497,6
4498,2,11.0,5.5,2.0,1,2030-12-14,7750,14498,39
4499,1,7.0,7.0,2.5,1,2032-01-10,8145,14499,24
4500,1,3.0,3.0,1.0,1,2030-03-27,5252,14500,18
4501,2,5.0,2.5,1.0,1,2030-11-19,9714,14501,10
4502,3,19.5,6.5,2.5,1,2031-09-08,7877,14502,27
4503,2,9.0,4.5,1.5,1,2032-07-15,4715,14503,1
4504,2,12.0,6.0,2.0,1,2031-01-11,3990,14504,19
4505,2,4.0,2.0,0.5,1,2030-10-05,6090,14505,2
4506,3,9.0,3.0,1.0,1,2030-07-14,4357,14506,14
4507,2,11.0,5.5,2.0,1,2030-01-20,9496,14507,12
4508,1,3.0,3.0,1.0,1,2031-04-02,3096,14508,5
4509,3,13.5,4.5,1.5,1,2031-09-01,9858,14509,1
4510,3,7.5,2.5,1.0,1,2031-12-14,1463,14510,16
4511,3,7.5,2.5,1.0,1,2030-11-10,2349,14511,16
4512,3,7.5,2.5,1.0,1,2030-01-21,9706,14512,10
4513,2,8.0,4.0,1.5,1,2030-12-22,3909,14513,32
4514,1,6.5,6.5,2.5,1,2032-01-18,1717,14514,15
4515,1,2.0,2.0,0.5,1,2032-04-11,3951,14515,26
4516,2,7.0,3.5,1.0,1,2030-09-18,1661,14516,29
4517,3,16.5,5.5,2.0,1,2031-04-08,2680,14517,17
4518,3,10.5,3.5,1.0,1,2030-12-07,8997,14518,29
4519,1,2.0,2.0,0.5,1,2030-02-04,6629,14519,36
4520,2,14.0,7.0,2.5,1,2032-02-26,6433,14520,24
4521,3,6.0,2.0,0.5,1,2032-12-04,5687,14521,38
4522,1,7.0,7.0,2.5,1,2030-12-08,4478,14522,24
4523,1,7.0,7.0,2.5,1,2031-09-30,1951,14523,24
4524,3,6.0,2.0,0.5,1,2030-08-10,453,14524,6
4525,1,6.0,6.0,2.0,1,2032-05-15,5134,14525,8
4526,1,6.0,6.0,2.0,1,2031-05-17,4425,14526,3
4527,1,3.5,3.5,1.0,1,2032-02-27,8106,14527,29
4528,2,7.0,3.5,1.0,1,2030-05-24,5420,14528,29
4529,3,6.0,2.0,0.5,1,2032-01-05,7186,14529,36
4530,2,6.0,3.0,1.0,1,2030-03-15,5987,14530,37
4531,3,7.5,2.5,1.0,1,2031-02-10,7930,14531,30
4532,1,2.0,2.0,0.5,1,2030-07-14,865,14532,6
4533,3,7.5,2.5,1.0,1,2031-02-12,6641,14533,10
4534,1,4.0,4.0,1.5,1,2030-02-13,124,14534,13
4535,2,12.0,6.0,2.0,1,2032-03-20,5838,14535,3
4536,3,9.0,3.0,1.0,1,2030-01-16,2463,14536,5
4537,1,2.0,2.0,0.5,1,2030-12-01,3765,14537,2
4538,1,2.0,2.0,0.5,1,2031-08-26,3952,14538,36
4539,2,11.0,5.5,2.0,1,2031-06-26,3722,14539,25
4540,2,6.0,3.0,1.0,1,2031-09-30,8760,14540,18
4541,1,5.5,5.5,2.0,1,2030-07-07,6976,14541,25
4542,2,13.0,6.5,2.5,1,2031-12-21,4134,14542,34
4543,3,10.5,3.5,1.0,1,2030-05-07,6337,14543,29
4544,2,13.0,6.5,2.5,1,2031-03-06,9379,14544,33
4545,2,13.0,6.5,2.5,1,2032-02-19,8532,14545,33
4546,3,9.0,3.0,1.0,1,2031-08-14,8426,14546,20
4547,3,13.5,4.5,1.5,1,2030-06-29,6220,14547,31
4548,3,9.0,3.0,1.0,1,2031-12-16,8935,14548,37
4549,3,21.0,7.0,2.5,1,2030-04-01,9221,14549,24
4550,3,19.5,6.5,2.5,1,2031-07-24,883,14550,21
4551,2,11.0,5.5,2.0,1,2031-02-03,4335,14551,25
4552,2,13.0,6.5,2.5,1,2032-03-13,6545,14552,28
4553,1,6.5,6.5,2.5,1,2032-12-06,3800,14553,21
4554,3,9.0,3.0,1.0,1,2032-08-04,3974,14554,20
4555,3,12.0,4.0,1.5,1,2030-03-06,6338,14555,13
4556,2,15.0,7.5,3.0,1,2030-08-04,5371,14556,11
4557,1,6.0,6.0,2.0,1,2030-12-23,3891,14557,8
4558,1,6.0,6.0,2.0,1,2031-09-01,9022,14558,9
4559,3,18.0,6.0,2.0,1,2032-03-24,2709,14559,8
4560,2,4.0,2.0,0.5,1,2031-09-01,708,14560,2
4561,1,3.0,3.0,1.0,1,2032-06-21,647,14561,18
4562,3,13.5,4.5,1.5,1,2030-10-16,3107,14562,1
4563,2,7.0,3.5,1.0,1,2032-10-01,9222,14563,29
4564,2,6.0,3.0,1.0,1,2032-07-09,4808,14564,5
4565,2,6.0,3.0,1.0,1,2031-02-04,4183,14565,18
4566,1,4.0,4.0,1.5,1,2031-08-21,7311,14566,32
4567,1,5.0,5.0,2.0,1,2031-09-15,9698,14567,22
4568,3,6.0,2.0,0.5,1,2031-10-22,368,14568,6
4569,1,2.5,2.5,1.0,1,2030-11-18,1818,14569,10
4570,3,16.5,5.5,2.0,1,2032-05-23,3668,14570,25
4571,2,13.0,6.5,2.5,1,2032-03-08,8239,14571,27
4572,3,6.0,2.0,0.5,1,2031-08-03,5837,14572,40
4573,3,15.0,5.0,2.0,1,2032-06-13,4162,14573,7
4574,1,2.0,2.0,0.5,1,2032-11-06,855,14574,38
4575,2,13.0,6.5,2.5,1,2032-12-22,161,14575,15
4576,3,19.5,6.5,2.5,1,2031-11-17,9638,14576,34
4577,2,6.0,3.0,1.0,1,2031-03-10,19,14577,37
4578,2,4.0,2.0,0.5,1,2030-09-27,163,14578,23
4579,1,2.5,2.5,1.0,1,2031-02-02,6037,14579,30
4580,2,4.0,2.0,0.5,1,2030-12-08,7989,14580,40
4581,2,8.0,4.0,1.5,1,2030-11-12,5345,14581,13
4582,1,6.5,6.5,2.5,1,2032-07-28,8996,14582,35
4583,2,8.0,4.0,1.5,1,2031-08-28,7610,14583,32
4584,3,16.5,5.5,2.0,1,2030-04-25,8486,14584,17
4585,2,13.0,6.5,2.5,1,2032-03-01,7050,14585,33
4586,3,6.0,2.0,0.5,1,2032-08-03,1018,14586,26
4587,1,3.0,3.0,1.0,1,2031-03-30,1742,14587,20
4588,3,21.0,7.0,2.5,1,2032-11-18,5611,14588,24
4589,1,5.5,5.5,2.0,1,2031-02-17,3372,14589,12
4590,2,13.0,6.5,2.5,1,2030-06-23,9716,14590,33
4591,3,12.0,4.0,1.5,1,2030-08-05,3551,14591,32
4592,3,16.5,5.5,2.0,1,2032-08-17,1157,14592,4
4593,1,6.5,6.5,2.5,1,2032-03-13,9697,14593,28
4594,2,15.0,7.5,3.0,1,2031-12-20,9954,14594,11
4595,3,19.5,6.5,2.5,1,2032-10-08,8688,14595,34
4596,2,13.0,6.5,2.5,1,2030-03-26,5426,14596,35
4597,3,21.0,7.0,2.5,1,2030-09-08,1570,14597,24
4598,3,7.5,2.5,1.0,1,2032-07-22,3556,14598,16
4599,3,6.0,2.0,0.5,1,2032-09-30,4320,14599,40
4600,3,16.5,5.5,2.0,1,2032-12-06,9857,14600,25
4601,3,9.0,3.0,1.0,1,2031-07-06,4091,14601,18
4602,3,22.5,7.5,3.0,1,2031-05-20,7741,14602,11
4603,3,19.5,6.5,2.5,1,2031-10-23,4465,14603,27
4604,3,16.5,5.5,2.0,1,2032-04-08,9498,14604,4
4605,1,3.0,3.0,1.0,1,2032-07-30,1101,14605,5
4606,2,11.0,5.5,2.0,1,2032-03-13,3280,14606,4
4607,2,13.0,6.5,2.5,1,2030-01-30,5166,14607,33
4608,2,15.0,7.5,3.0,1,2032-02-03,5489,14608,11
4609,1,2.0,2.0,0.5,1,2032-02-24,3117,14609,38
4610,2,6.0,3.0,1.0,1,2031-11-29,1883,14610,18
4611,3,19.5,6.5,2.5,1,2030-12-23,6752,14611,15
4612,3,6.0,2.0,0.5,1,2032-01-24,9825,14612,36
4613,2,6.0,3.0,1.0,1,2030-03-26,5936,14613,18
4614,3,18.0,6.0,2.0,1,2031-02-16,3475,14614,9
4615,1,6.5,6.5,2.5,1,2030-08-03,3774,14615,33
4616,3,18.0,6.0,2.0,1,2032-03-25,6767,14616,9
4617,2,8.0,4.0,1.5,1,2031-01-13,4463,14617,32
4618,1,6.0,6.0,2.0,1,2032-06-27,5816,14618,8
4619,1,5.5,5.5,2.0,1,2032-10-03,7229,14619,39
4620,2,6.0,3.0,1.0,1,2031-05-01,1286,14620,5
4621,2,5.0,2.5,1.0,1,2032-01-23,4795,14621,16
4622,3,6.0,2.0,0.5,1,2031-10-25,8201,14622,38
4623,2,4.0,2.0,0.5,1,2032-06-21,3216,14623,38
4624,1,3.5,3.5,1.0,1,2032-09-09,4024,14624,29
4625,1,2.0,2.0,0.5,1,2030-04-18,7256,14625,40
4626,1,4.5,4.5,1.5,1,2032-01-25,3938,14626,31
4627,3,7.5,2.5,1.0,1,2030-08-10,2278,14627,30
4628,3,22.5,7.5,3.0,1,2030-12-08,3966,14628,11
4629,2,5.0,2.5,1.0,1,2030-06-14,6259,14629,10
4630,3,7.5,2.5,1.0,1,2030-03-16,805,14630,10
4631,3,7.5,2.5,1.0,1,2031-10-21,2244,14631,10
4632,3,12.0,4.0,1.5,1,2030-12-06,7749,14632,13
4633,3,16.5,5.5,2.0,1,2030-02-18,3422,14633,12
4634,3,18.0,6.0,2.0,1,2032-12-08,2539,14634,19
4635,2,13.0,6.5,2.5,1,2030-01-05,7402,14635,15
4636,1,2.0,2.0,0.5,1,2032-08-29,430,14636,26
4637,1,7.5,7.5,3.0,1,2031-07-16,6526,14637,11
4638,3,6.0,2.0,0.5,1,2031-09-30,467,14638,2
4639,2,10.0,5.0,2.0,1,2032-10-15,1840,14639,7
4640,2,13.0,6.5,2.5,1,2031-06-22,5043,14640,33
4641,1,2.5,2.5,1.0,1,2032-08-29,210,14641,16
4642,3,19.5,6.5,2.5,1,2031-02-06,1785,14642,15
4643,3,9.0,3.0,1.0,1,2030-12-18,9085,14643,20
4644,1,3.0,3.0,1.0,1,2030-01-28,5291,14644,14
4645,3,9.0,3.0,1.0,1,2031-01-29,3519,14645,37
4646,1,2.5,2.5,1.0,1,2030-10-07,6978,14646,30
4647,3,18.0,6.0,2.0,1,2031-11-21,6584,14647,3
4648,1,2.0,2.0,0.5,1,2032-02-24,5980,14648,6
4649,2,4.0,2.0,0.5,1,2030-01-27,8807,14649,26
4650,2,13.0,6.5,2.5,1,2030-03-18,6811,14650,33
4651,3,13.5,4.5,1.5,1,2032-08-25,5977,14651,31
4652,3,9.0,3.0,1.0,1,2031-01-03,7413,14652,5
4653,2,11.0,5.5,2.0,1,2031-06-04,6873,14653,4
4654,2,6.0,3.0,1.0,1,2030-11-28,1191,14654,14
4655,3,18.0,6.0,2.0,1,2032-08-26,532,14655,9
4656,2,11.0,5.5,2.0,1,2032-04-02,8360,14656,12
4657,1,3.0,3.0,1.0,1,2030-04-17,2409,14657,37
4658,3,16.5,5.5,2.0,1,2031-10-22,9508,14658,39
4659,1,5.0,5.0,2.0,1,2030-03-25,5936,14659,7
4660,3,6.0,2.0,0.5,1,2030-08-11,9541,14660,38
4661,2,6.0,3.0,1.0,1,2030-12-29,3044,14661,18
4662,3,16.5,5.5,2.0,1,2031-08-10,1067,14662,4
4663,1,2.5,2.5,1.0,1,2030-04-13,7549,14663,16
4664,3,10.5,3.5,1.0,1,2030-07-26,9423,14664,29
4665,3,19.5,6.5,2.5,1,2031-03-16,1916,14665,15
4666,2,9.0,4.5,1.5,1,2031-04-29,1453,14666,31
4667,2,11.0,5.5,2.0,1,2032-03-12,3373,14667,39
4668,1,2.0,2.0,0.5,1,2030-09-01,5809,14668,26
4669,3,19.5,6.5,2.5,1,2031-03-13,2018,14669,27
4670,3,6.0,2.0,0.5,1,2032-09-27,8943,14670,26
4671,3,16.5,5.5,2.0,1,2031-09-29,8019,14671,4
4672,1,2.0,2.0,0.5,1,2032-08-20,2043,14672,6
4673,3,18.0,6.0,2.0,1,2031-08-01,9890,14673,3
4674,1,5.0,5.0,2.0,1,2032-12-12,3830,14674,7
4675,1,2.0,2.0,0.5,1,2032-08-15,9371,14675,36
4676,1,5.5,5.5,2.0,1,2032-05-14,3388,14676,25
4677,2,6.0,3.0,1.0,1,2031-05-28,4136,14677,20
4678,1,2.0,2.0,0.5,1,2030-04-13,1649,14678,23
4679,3,18.0,6.0,2.0,1,2030-01-03,1142,14679,3
4680,1,6.5,6.5,2.5,1,2032-08-27,6294,14680,33
4681,3,7.5,2.5,1.0,1,2031-04-14,9927,14681,10
4682,2,9.0,4.5,1.5,1,2030-12-12,6723,14682,31
4683,2,11.0,5.5,2.0,1,2031-10-04,8441,14683,39
4684,2,4.0,2.0,0.5,1,2030-06-14,6259,14684,2
4685,3,15.0,5.0,2.0,1,2030-12-21,1400,14685,22
4686,2,13.0,6.5,2.5,1,2032-04-09,7836,14686,28
4687,3,16.5,5.5,2.0,1,2030-12-24,7365,14687,4
4688,1,3.0,3.0,1.0,1,2030-03-22,3453,14688,37
4689,2,6.0,3.0,1.0,1,2030-10-10,9823,14689,5
4690,2,5.0,2.5,1.0,1,2030-12-14,4075,14690,30
4691,3,19.5,6.5,2.5,1,2031-06-21,2768,14691,21
4692,3,6.0,2.0,0.5,1,2032-05-19,7519,14692,26
4693,2,13.0,6.5,2.5,1,2030-03-09,8549,14693,21
4694,3,16.5,5.5,2.0,1,2032-01-16,3463,14694,39
4695,3,18.0,6.0,2.0,1,2031-06-11,2282,14695,19
4696,3,18.0,6.0,2.0,1,2031-11-19,1547,14696,9
4697,3,12.0,4.0,1.5,1,2030-02-17,6916,14697,32
4698,2,11.0,5.5,2.0,1,2030-04-18,1520,14698,17
4699,2,4.0,2.0,0.5,1,2030-01-05,7804,14699,23
4700,2,6.0,3.0,1.0,1,2031-12-01,2708,14700,5
4701,2,13.0,6.5,2.5,1,2030-07-09,1526,14701,35
4702,1,6.5,6.5,2.5,1,2031-07-09,4169,14702,34
4703,1,4.0,4.0,1.5,1,2030-11-26,4188,14703,13
4704,3,21.0,7.0,2.5,1,2030-04-24,4883,14704,24
4705,3,7.5,2.5,1.0,1,2032-12-11,3518,14705,30
4706,2,8.0,4.0,1.5,1,2031-02-26,8348,14706,13
4707,3,19.5,6.5,2.5,1,2030-12-05,4331,14707,35
4708,2,12.0,6.0,2.0,1,2032-04-26,5766,14708,3
4709,3,7.5,2.5,1.0,1,2031-08-01,4382,14709,30
4710,1,5.0,5.0,2.0,1,2032-04-11,5583,14710,22
4711,1,6.0,6.0,2.0,1,2030-04-21,4157,14711,9
4712,1,3.0,3.0,1.0,1,2031-07-21,1657,14712,5
4713,2,14.0,7.0,2.5,1,2031-12-23,5827,14713,24
4714,3,16.5,5.5,2.0,1,2032-11-19,7625,14714,4
4715,3,10.5,3.5,1.0,1,2031-02-23,7447,14715,29
4716,3,19.5,6.5,2.5,1,2032-06-02,8671,14716,33
4717,2,11.0,5.5,2.0,1,2030-06-16,3750,14717,17
4718,1,6.0,6.0,2.0,1,2032-05-05,7160,14718,8
4719,3,15.0,5.0,2.0,1,2032-10-07,2030,14719,7
4720,2,4.0,2.0,0.5,1,2030-02-12,9713,14720,2
4721,1,6.5,6.5,2.5,1,2031-12-13,841,14721,33
4722,3,22.5,7.5,3.0,1,2030-05-24,7241,14722,11
4723,1,2.5,2.5,1.0,1,2030-10-30,4067,14723,10
4724,1,6.0,6.0,2.0,1,2031-08-17,3198,14724,19
4725,3,6.0,2.0,0.5,1,2031-09-02,1720,14725,2
4726,1,2.0,2.0,0.5,1,2031-12-15,9731,14726,40
4727,1,5.5,5.5,2.0,1,2030-04-10,2593,14727,39
4728,2,6.0,3.0,1.0,1,2031-08-30,6879,14728,5
4729,2,12.0,6.0,2.0,1,2032-03-13,4044,14729,19
4730,2,14.0,7.0,2.5,1,2031-10-19,4249,14730,24
4731,3,9.0,3.0,1.0,1,2030-12-30,1621,14731,20
4732,1,3.0,3.0,1.0,1,2030-02-06,1340,14732,37
4733,2,10.0,5.0,2.0,1,2031-11-19,3949,14733,22
4734,2,10.0,5.0,2.0,1,2032-08-07,4235,14734,22
4735,2,11.0,5.5,2.0,1,2032-03-01,1590,14735,12
4736,3,19.5,6.5,2.5,1,2032-02-19,2326,14736,33
4737,1,5.0,5.0,2.0,1,2032-05-12,3504,14737,22
4738,3,19.5,6.5,2.5,1,2030-12-28,9829,14738,33
4739,3,19.5,6.5,2.5,1,2031-06-30,9930,14739,15
4740,2,12.0,6.0,2.0,1,2032-05-25,5459,14740,9
4741,1,4.5,4.5,1.5,1,2030-01-19,6639,14741,31
4742,1,2.0,2.0,0.5,1,2032-06-21,2488,14742,36
4743,3,19.5,6.5,2.5,1,2031-05-15,9681,14743,33
4744,1,5.5,5.5,2.0,1,2032-10-22,2540,14744,25
4745,2,4.0,2.0,0.5,1,2031-06-22,8530,14745,26
4746,3,9.0,3.0,1.0,1,2031-01-04,5750,14746,5
4747,1,2.0,2.0,0.5,1,2032-09-19,6368,14747,2
4748,3,16.5,5.5,2.0,1,2030-09-09,3125,14748,39
4749,3,6.0,2.0,0.5,1,2031-07-08,5273,14749,23
4750,3,13.5,4.5,1.5,1,2031-03-21,4015,14750,1
4751,3,12.0,4.0,1.5,1,2030-12-01,9450,14751,13
4752,3,6.0,2.0,0.5,1,2032-05-26,4380,14752,26
4753,3,19.5,6.5,2.5,1,2031-07-15,3445,14753,28
4754,1,6.5,6.5,2.5,1,2032-05-23,8287,14754,21
4755,3,7.5,2.5,1.0,1,2030-06-25,4657,14755,30
4756,3,6.0,2.0,0.5,1,2032-05-07,4695,14756,6
4757,3,9.0,3.0,1.0,1,2030-12-17,2163,14757,5
4758,2,4.0,2.0,0.5,1,2031-03-03,2920,14758,38
4759,3,18.0,6.0,2.0,1,2030-08-24,8029,14759,19
4760,3,19.5,6.5,2.5,1,2030-10-23,9532,14760,33
4761,3,9.0,3.0,1.0,1,2032-02-13,789,14761,14
4762,2,4.0,2.0,0.5,1,2032-01-20,801,14762,36
4763,3,16.5,5.5,2.0,1,2030-08-22,2977,14763,25
4764,2,9.0,4.5,1.5,1,2032-09-02,4764,14764,1
4765,3,19.5,6.5,2.5,1,2030-01-10,8455,14765,33
4766,3,9.0,3.0,1.0,1,2031-05-13,8003,14766,5
4767,1,5.5,5.5,2.0,1,2031-07-01,3489,14767,4
4768,2,5.0,2.5,1.0,1,2030-09-22,6289,14768,16
4769,2,13.0,6.5,2.5,1,2032-08-26,9574,14769,27
4770,2,8.0,4.0,1.5,1,2032-11-30,6830,14770,13
4771,1,2.0,2.0,0.5,1,2031-07-09,4169,14771,40
4772,1,7.5,7.5,3.0,1,2032-04-13,7917,14772,11
4773,3,16.5,5.5,2.0,1,2030-04-04,2090,14773,39
4774,1,6.0,6.0,2.0,1,2030-01-08,5450,14774,19
4775,3,6.0,2.0,0.5,1,2031-09-07,7877,14775,40
4776,1,2.5,2.5,1.0,1,2031-06-10,7779,14776,10
4777,1,2.0,2.0,0.5,1,2032-07-05,8994,14777,23
4778,3,7.5,2.5,1.0,1,2031-11-13,7824,14778,16
4779,1,6.5,6.5,2.5,1,2032-07-17,6538,14779,34
4780,1,6.5,6.5,2.5,1,2032-06-27,1470,14780,33
4781,3,6.0,2.0,0.5,1,2032-06-25,5632,14781,38
4782,2,9.0,4.5,1.5,1,2030-01-29,6698,14782,31
4783,1,5.5,5.5,2.0,1,2031-03-24,9089,14783,39
4784,2,10.0,5.0,2.0,1,2032-10-19,8865,14784,22
4785,3,18.0,6.0,2.0,1,2032-02-13,8512,14785,8
4786,2,6.0,3.0,1.0,1,2031-06-11,8903,14786,20
4787,1,3.5,3.5,1.0,1,2030-01-13,9077,14787,29
4788,3,19.5,6.5,2.5,1,2032-01-14,6579,14788,21
4789,2,8.0,4.0,1.5,1,2031-06-08,4033,14789,32
4790,3,6.0,2.0,0.5,1,2032-05-24,5509,14790,2
4791,2,13.0,6.5,2.5,1,2032-03-19,4606,14791,33
4792,3,12.0,4.0,1.5,1,2031-06-29,7202,14792,32
4793,2,13.0,6.5,2.5,1,2030-07-12,8790,14793,21
4794,1,2.0,2.0,0.5,1,2031-11-08,8769,14794,6
4795,2,13.0,6.5,2.5,1,2031-08-11,8957,14795,21
4796,3,16.5,5.5,2.0,1,2030-02-12,2496,14796,17
4797,3,9.0,3.0,1.0,1,2032-06-22,8252,14797,20
4798,1,6.5,6.5,2.5,1,2032-03-25,2159,14798,15
4799,1,5.5,5.5,2.0,1,2031-06-22,1234,14799,39
4800,1,2.0,2.0,0.5,1,2031-03-21,1436,14800,6
4801,3,7.5,2.5,1.0,1,2031-05-26,4894,14801,10
4802,1,5.5,5.5,2.0,1,2031-12-15,9468,14802,39
4803,3,10.5,3.5,1.0,1,2030-02-25,7784,14803,29
4804,2,5.0,2.5,1.0,1,2031-10-29,221,14804,10
4805,2,11.0,5.5,2.0,1,2030-09-16,7684,14805,4
4806,1,5.5,5.5,2.0,1,2030-02-04,4634,14806,25
4807,2,11.0,5.5,2.0,1,2031-10-28,5041,14807,25
4808,1,2.5,2.5,1.0,1,2032-01-06,7040,14808,16
4809,1,6.5,6.5,2.5,1,2032-08-08,8123,14809,28
4810,3,6.0,2.0,0.5,1,2030-02-19,3969,14810,23
4811,1,3.0,3.0,1.0,1,2030-11-15,771,14811,20
4812,3,19.5,6.5,2.5,1,2030-10-08,4761,14812,21
4813,1,6.0,6.0,2.0,1,2031-06-03,278,14813,8
4814,1,5.5,5.5,2.0,1,2031-08-15,8692,14814,17
4815,3,18.0,6.0,2.0,1,2030-02-16,5308,14815,3
4816,1,2.5,2.5,1.0,1,2031-02-10,2691,14816,30
4817,2,6.0,3.0,1.0,1,2030-03-17,7826,14817,5
4818,3,21.0,7.0,2.5,1,2030-10-18,8715,14818,24
4819,2,15.0,7.5,3.0,1,2032-12-19,3914,14819,11
4820,3,6.0,2.0,0.5,1,2031-12-29,5002,14820,23
4821,1,6.5,6.5,2.5,1,2030-09-25,8221,14821,27
4822,1,7.0,7.0,2.5,1,2030-10-23,9712,14822,24
4823,1,3.0,3.0,1.0,1,2030-11-16,2931,14823,20
4824,3,22.5,7.5,3.0,1,2032-11-23,426,14824,11
4825,1,5.5,5.5,2.0,1,2030-01-25,8710,14825,17
4826,3,7.5,2.5,1.0,1,2031-08-29,225,14826,16
4827,1,6.5,6.5,2.5,1,2030-11-03,6512,14827,27
4828,2,4.0,2.0,0.5,1,2031-10-24,4079,14828,38
4829,2,13.0,6.5,2.5,1,2030-03-17,2074,14829,27
4830,3,9.0,3.0,1.0,1,2032-08-11,4187,14830,20
4831,3,9.0,3.0,1.0,1,2031-02-06,2232,14831,18
4832,1,2.0,2.0,0.5,1,2030-01-03,1036,14832,26
4833,1,3.0,3.0,1.0,1,2032-10-18,5659,14833,5
4834,3,22.5,7.5,3.0,1,2032-06-19,2677,14834,11
4835,3,16.5,5.5,2.0,1,2032-05-21,4814,14835,12
4836,2,13.0,6.5,2.5,1,2031-03-09,9703,14836,33
4837,2,6.0,3.0,1.0,1,2032-06-28,171,14837,18
4838,1,6.5,6.5,2.5,1,2030-03-13,403,14838,34
4839,1,5.5,5.5,2.0,1,2032-09-26,4690,14839,39
4840,1,2.0,2.0,0.5,1,2032-11-30,1847,14840,40
4841,1,6.5,6.5,2.5,1,2032-07-22,5374,14841,21
4842,1,5.0,5.0,2.0,1,2031-02-13,7505,14842,22
4843,3,21.0,7.0,2.5,1,2032-10-16,9583,14843,24
4844,1,2.0,2.0,0.5,1,2030-10-27,6504,14844,38
4845,2,13.0,6.5,2.5,1,2030-11-21,4943,14845,28
4846,2,11.0,5.5,2.0,1,2031-10-11,222,14846,25
4847,3,6.0,2.0,0.5,1,2031-03-26,4523,14847,6
4848,2,4.0,2.0,0.5,1,2031-01-23,4710,14848,6
4849,3,18.0,6.0,2.0,1,2030-05-01,4150,14849,19
4850,2,15.0,7.5,3.0,1,2032-02-05,323,14850,11
4851,1,2.5,2.5,1.0,1,2032-02-20,321,14851,30
4852,2,12.0,6.0,2.0,1,2031-05-22,741,14852,8
4853,3,9.0,3.0,1.0,1,2031-10-27,950,14853,5
4854,3,19.5,6.5,2.5,1,2032-04-30,7898,14854,15
4855,3,7.5,2.5,1.0,1,2031-02-07,7073,14855,10
4856,2,14.0,7.0,2.5,1,2031-03-06,8129,14856,24
4857,3,6.0,2.0,0.5,1,2031-06-07,9228,14857,23
4858,2,6.0,3.0,1.0,1,2031-10-23,5640,14858,14
4859,3,16.5,5.5,2.0,1,2030-06-08,6875,14859,4
4860,2,6.0,3.0,1.0,1,2031-02-05,2232,14860,20
4861,1,6.5,6.5,2.5,1,2031-08-29,5067,14861,34
4862,3,6.0,2.0,0.5,1,2031-09-26,5969,14862,36
4863,3,18.0,6.0,2.0,1,2030-06-02,9633,14863,19
4864,3,9.0,3.0,1.0,1,2031-05-21,4262,14864,20
4865,2,6.0,3.0,1.0,1,2031-10-01,5312,14865,5
4866,2,8.0,4.0,1.5,1,2031-03-22,5612,14866,13
4867,2,13.0,6.5,2.5,1,2032-11-02,8553,14867,34
4868,3,7.5,2.5,1.0,1,2032-01-04,7531,14868,16
4869,3,15.0,5.0,2.0,1,2032-08-21,8448,14869,7
4870,2,11.0,5.5,2.0,1,2031-08-31,5530,14870,39
4871,2,6.0,3.0,1.0,1,2030-05-12,734,14871,37
4872,1,5.0,5.0,2.0,1,2030-09-26,8221,14872,22
4873,3,12.0,4.0,1.5,1,2032-10-20,8485,14873,32
4874,2,12.0,6.0,2.0,1,2031-05-12,6250,14874,8
4875,2,4.0,2.0,0.5,1,2030-01-27,197,14875,23
4876,3,18.0,6.0,2.0,1,2030-07-30,3220,14876,8
4877,2,6.0,3.0,1.0,1,2032-07-03,9991,14877,5
4878,1,6.5,6.5,2.5,1,2031-10-03,3505,14878,27
4879,3,16.5,5.5,2.0,1,2031-07-10,7196,14879,12
4880,1,3.0,3.0,1.0,1,2031-03-09,9069,14880,37
4881,2,12.0,6.0,2.0,1,2030-08-16,5438,14881,8
4882,2,13.0,6.5,2.5,1,2030-10-02,3840,14882,21
4883,2,11.0,5.5,2.0,1,2032-05-23,1440,14883,4
4884,1,6.5,6.5,2.5,1,2030-08-27,7078,14884,33
4885,3,7.5,2.5,1.0,1,2030-03-06,2461,14885,10
4886,3,19.5,6.5,2.5,1,2030-10-08,3590,14886,34
4887,1,2.0,2.0,0.5,1,2032-05-14,7546,14887,26
4888,2,11.0,5.5,2.0,1,2032-06-21,3216,14888,25
4889,2,13.0,6.5,2.5,1,2030-06-23,4069,14889,34
4890,3,13.5,4.5,1.5,1,2032-07-23,8949,14890,31
4891,2,13.0,6.5,2.5,1,2031-04-17,6619,14891,34
4892,1,6.0,6.0,2.0,1,2031-12-18,1515,14892,8
4893,1,6.0,6.0,2.0,1,2030-04-27,8928,14893,9
4894,2,11.0,5.5,2.0,1,2031-04-15,529,14894,12
4895,3,6.0,2.0,0.5,1,2030-10-16,5099,14895,36
4896,1,4.5,4.5,1.5,1,2032-10-01,8243,14896,1
4897,3,9.0,3.0,1.0,1,2032-07-14,6092,14897,37
4898,1,5.5,5.5,2.0,1,2030-02-07,6699,14898,39
4899,1,7.5,7.5,3.0,1,2031-12-23,7571,14899,11
4900,3,18.0,6.0,2.0,1,2032-09-03,9449,14900,19
4901,2,4.0,2.0,0.5,1,2031-12-21,5685,14901,6
4902,1,6.5,6.5,2.5,1,2032-10-17,1088,14902,35
4903,1,4.5,4.5,1.5,1,2031-11-10,3452,14903,31
4904,3,19.5,6.5,2.5,1,2030-12-05,7935,14904,34
4905,3,9.0,3.0,1.0,1,2030-06-18,33,14905,18
4906,2,4.0,2.0,0.5,1,2032-11-15,8561,14906,6
