Id,Obeservacao,QuantidadePessoas,Codigo,DataEntrada,DataSaida,QuantidadeDiaria,Desconto,ValorTotal,Sinal,ValorPago,Status,Tipo,ValorDiaria,Apartamento_Id,Cliente_Id,Movimentacao_Id,Reserva_Id
3021,-,3,H3021,2030-07-04,2030-07-05,1,0.0,150.0,0.0,156.5,0,1,150.0,36,176,3021,
3022,-,2,H3022,2031-11-10,2031-11-11,1,0.0,100.0,0.0,106.0,0,1,100.0,42,1855,3022,
3023,-,1,H3023,2031-12-15,2031-12-17,2,0.0,100.0,0.0,112.0,0,1,50.0,1,1574,3023,
3024,-,4,H3024,2031-12-05,2031-12-06,1,0.0,200.0,0.0,207.5,0,1,200.0,81,765,3024,
3025,-,3,H3025,2030-02-25,2030-03-02,5,0.0,750.0,0.0,766.0,0,1,150.0,51,635,3025,
3026,-,3,H3026,2031-04-26,2031-04-27,1,0.0,150.0,0.0,163.0,0,1,150.0,12,720,3026,
3027,-,4,H3027,2031-08-18,2031-08-23,5,0.0,1000.0,0.0,1006.5,0,1,200.0,41,410,3027,
3028,-,3,H3028,2030-03-30,2030-04-03,4,0.0,600.0,0.0,622.0,0,1,150.0,37,1171,3028,
3029,-,2,H3029,2032-11-28,2032-12-02,4,0.0,400.0,0.0,402.0,0,1,100.0,65,458,3029,
3030,-,2,H3030,2030-03-21,2030-03-23,2,0.0,200.0,0.0,227.0,0,1,100.0,28,1907,3030,
3031,-,4,H3031,2031-03-21,2031-03-22,1,0.0,200.0,0.0,203.5,0,1,200.0,78,640,3031,
3032,-,4,H3032,2032-01-14,2032-01-17,3,0.0,600.0,0.0,600.0,0,1,200.0,39,1043,3032,
3033,-,4,H3033,2032-07-28,2032-07-29,1,0.0,200.0,0.0,206.5,0,1,200.0,20,1616,3033,
3034,-,3,H3034,2031-04-13,2031-04-14,1,0.0,150.0,0.0,178.5,0,1,150.0,73,1588,3034,
3035,-,2,H3035,2032-06-29,2032-06-30,1,0.0,100.0,0.0,103.0,0,1,100.0,45,435,3035,
3036,-,3,H3036,2032-12-15,2032-12-16,1,0.0,150.0,0.0,175.5,0,1,150.0,17,512,3036,
3037,-,2,H3037,2030-03-06,2030-03-07,1,0.0,100.0,0.0,106.0,0,1,100.0,4,1236,3037,
3038,-,4,H3038,2031-03-24,2031-03-28,4,0.0,800.0,0.0,804.5,0,1,200.0,81,1903,3038,
3039,-,2,H3039,2030-08-01,2030-08-04,3,0.0,300.0,0.0,307.0,0,1,100.0,69,1839,3039,
3040,-,4,H3040,2030-07-28,2030-07-29,1,0.0,200.0,0.0,224.5,0,1,200.0,19,1856,3040,
3041,-,3,H3041,2031-02-28,2031-03-03,3,0.0,450.0,0.0,453.5,0,1,150.0,56,510,3041,
3042,-,3,H3042,2031-04-03,2031-04-04,1,0.0,150.0,0.0,165.0,0,1,150.0,51,1890,3042,
3043,-,3,H3043,2031-02-24,2031-02-27,3,0.0,450.0,0.0,480.0,0,1,150.0,73,1894,3043,
3044,-,2,H3044,2030-12-28,2030-12-29,1,0.0,100.0,0.0,124.0,0,1,100.0,6,1203,3044,
3045,-,3,H3045,2031-03-26,2031-03-27,1,0.0,150.0,0.0,150.0,0,1,150.0,72,609,3045,
3046,-,2,H3046,2030-03-26,2030-03-27,1,0.0,100.0,0.0,130.5,0,1,100.0,68,1218,3046,
3047,-,2,H3047,2032-09-08,2032-09-09,1,0.0,100.0,0.0,106.0,0,1,100.0,24,162,3047,
3048,-,3,H3048,2031-11-14,2031-11-17,3,0.0,450.0,0.0,452.0,0,1,150.0,57,1244,3048,
3049,-,2,H3049,2031-05-31,2031-06-01,1,0.0,100.0,0.0,109.5,0,1,100.0,4,1567,3049,
3050,-,4,H3050,2032-12-01,2032-12-03,2,0.0,400.0,0.0,400.0,0,1,200.0,39,1789,3050,
3051,-,2,H3051,2030-11-07,2030-11-09,2,0.0,200.0,0.0,213.0,0,1,100.0,63,1638,3051,
3052,-,3,H3052,2030-05-13,2030-05-14,1,0.0,150.0,0.0,167.5,0,1,150.0,13,242,3052,
3053,-,3,H3053,2032-08-02,2032-08-03,1,0.0,150.0,0.0,175.5,0,1,150.0,53,1558,3053,
3054,-,3,H3054,2032-05-02,2032-05-04,2,0.0,300.0,0.0,313.0,0,1,150.0,13,657,3054,
3055,-,4,H3055,2032-03-05,2032-03-08,3,0.0,600.0,0.0,600.0,0,1,200.0,40,333,3055,
3056,-,3,H3056,2032-07-17,2032-07-18,1,0.0,150.0,0.0,162.0,0,1,150.0,50,1298,3056,
3057,-,2,H3057,2031-07-22,2031-07-23,1,0.0,100.0,0.0,106.5,0,1,100.0,7,1443,3057,
3058,-,2,H3058,2030-05-04,2030-05-08,4,0.0,400.0,0.0,416.5,0,1,100.0,3,1459,3058,
3059,-,3,H3059,2032-09-03,2032-09-06,3,0.0,450.0,0.0,453.0,0,1,150.0,30,1450,3059,
3060,-,4,H3060,2031-02-11,2031-02-13,2,0.0,400.0,0.0,409.5,0,1,200.0,61,1326,3060,
3061,-,3,H3061,2031-03-29,2031-03-31,2,0.0,300.0,0.0,324.0,0,1,150.0,72,908,3061,
3062,-,2,H3062,2032-01-09,2032-01-10,1,0.0,100.0,0.0,100.0,0,1,100.0,25,1000,3062,
3063,-,2,H3063,2030-03-05,2030-03-06,1,0.0,100.0,0.0,112.0,0,1,100.0,47,568,3063,
3064,-,3,H3064,2031-09-09,2031-09-11,2,0.0,300.0,0.0,316.5,0,1,150.0,75,159,3064,
3065,-,3,H3065,2030-03-31,2030-04-01,1,0.0,150.0,0.0,162.5,0,1,150.0,35,1114,3065,
3066,-,2,H3066,2030-02-12,2030-02-14,2,0.0,200.0,0.0,200.0,0,1,100.0,29,1610,3066,
3067,-,3,H3067,2031-01-15,2031-01-20,5,0.0,750.0,0.0,766.5,0,1,150.0,77,1497,3067,
3068,-,3,H3068,2032-06-04,2032-06-05,1,0.0,150.0,0.0,168.0,0,1,150.0,12,102,3068,
3069,-,4,H3069,2032-05-28,2032-06-02,5,0.0,1000.0,0.0,1000.0,0,1,200.0,18,1580,3069,
3070,-,2,H3070,2032-02-09,2032-02-10,1,0.0,100.0,0.0,108.0,0,1,100.0,23,64,3070,
3071,-,3,H3071,2031-09-04,2031-09-09,5,0.0,750.0,0.0,753.5,0,1,150.0,72,1247,3071,
3072,-,3,H3072,2031-01-16,2031-01-21,5,0.0,750.0,0.0,769.0,0,1,150.0,12,1284,3072,
3073,-,3,H3073,2030-06-24,2030-06-27,3,0.0,450.0,0.0,479.5,0,1,150.0,57,876,3073,
3074,-,2,H3074,2031-07-15,2031-07-16,1,0.0,100.0,0.0,113.5,0,1,100.0,48,1884,3074,
3075,-,3,H3075,2031-12-14,2031-12-15,1,0.0,150.0,0.0,155.0,0,1,150.0,76,760,3075,
3076,-,4,H3076,2030-08-13,2030-08-15,2,0.0,400.0,0.0,405.0,0,1,200.0,39,1714,3076,
3077,-,3,H3077,2031-03-27,2031-03-31,4,0.0,600.0,0.0,611.0,0,1,150.0,71,1300,3077,
3078,-,2,H3078,2030-12-11,2030-12-12,1,0.0,100.0,0.0,107.0,0,1,100.0,68,490,3078,
3079,-,3,H3079,2032-07-16,2032-07-18,2,0.0,300.0,0.0,324.5,0,1,150.0,30,434,3079,
3080,-,2,H3080,2032-09-23,2032-09-25,2,0.0,200.0,0.0,219.5,0,1,100.0,49,815,3080,
3081,-,3,H3081,2030-06-14,2030-06-15,1,0.0,150.0,0.0,184.5,0,1,150.0,30,1793,3081,
3082,-,4,H3082,2030-05-02,2030-05-06,4,0.0,800.0,0.0,806.0,0,1,200.0,59,1046,3082,
3083,-,4,H3083,2030-05-08,2030-05-10,2,0.0,400.0,0.0,435.0,0,1,200.0,21,960,3083,
3084,-,2,H3084,2032-07-29,2032-07-30,1,0.0,100.0,0.0,123.0,0,1,100.0,48,429,3084,
3085,-,2,H3085,2032-05-28,2032-05-30,2,0.0,200.0,0.0,200.0,0,1,100.0,7,285,3085,
3086,-,3,H3086,2030-01-17,2030-01-22,5,0.0,750.0,0.0,788.0,0,1,150.0,32,1034,3086,
3087,-,3,H3087,2032-08-26,2032-08-27,1,0.0,150.0,0.0,150.0,0,1,150.0,11,1360,3087,
3088,-,3,H3088,2032-08-18,2032-08-20,2,0.0,300.0,0.0,300.0,0,1,150.0,37,952,3088,
3089,-,2,H3089,2032-12-08,2032-12-11,3,0.0,300.0,0.0,315.0,0,1,100.0,65,1429,3089,
3090,-,2,H3090,2032-09-12,2032-09-14,2,0.0,200.0,0.0,224.5,0,1,100.0,6,682,3090,
3091,-,2,H3091,2032-11-26,2032-11-29,3,0.0,300.0,0.0,300.0,0,1,100.0,44,1491,3091,
3092,-,4,H3092,2030-01-31,2030-02-01,1,0.0,200.0,0.0,237.5,0,1,200.0,21,305,3092,
3093,-,2,H3093,2032-04-03,2032-04-06,3,0.0,300.0,0.0,306.0,0,1,100.0,5,1987,3093,
3094,-,3,H3094,2032-07-04,2032-07-06,2,0.0,300.0,0.0,308.0,0,1,150.0,10,1921,3094,
3095,-,3,H3095,2032-02-10,2032-02-11,1,0.0,150.0,0.0,184.0,0,1,150.0,72,1795,3095,
3096,-,4,H3096,2031-04-01,2031-04-05,4,0.0,800.0,0.0,813.5,0,1,200.0,59,1547,3096,
3097,-,2,H3097,2031-10-01,2031-10-02,1,0.0,100.0,0.0,124.0,0,1,100.0,65,1847,3097,
3098,-,4,H3098,2030-10-24,2030-10-25,1,0.0,200.0,0.0,231.5,0,1,200.0,38,1346,3098,
3099,-,3,H3099,2032-04-18,2032-04-23,5,0.0,750.0,0.0,766.0,0,1,150.0,55,61,3099,
3100,-,3,H3100,2032-10-14,2032-10-17,3,0.0,450.0,0.0,470.0,0,1,150.0,35,35,3100,
3101,-,3,H3101,2031-02-04,2031-02-05,1,0.0,150.0,0.0,168.5,0,1,150.0,13,1347,3101,
3102,-,3,H3102,2031-06-14,2031-06-17,3,0.0,450.0,0.0,463.0,0,1,150.0,70,406,3102,
3103,-,3,H3103,2030-05-22,2030-05-23,1,0.0,150.0,0.0,154.0,0,1,150.0,57,1211,3103,
3104,-,2,H3104,2030-03-27,2030-03-29,2,0.0,200.0,0.0,218.0,0,1,100.0,42,704,3104,
3105,-,3,H3105,2032-03-18,2032-03-19,1,0.0,150.0,0.0,159.0,0,1,150.0,13,1459,3105,
3106,-,2,H3106,2032-11-07,2032-11-08,1,0.0,100.0,0.0,119.5,0,1,100.0,23,1207,3106,
3107,-,3,H3107,2030-10-16,2030-10-19,3,0.0,450.0,0.0,469.0,0,1,150.0,15,196,3107,
3108,-,3,H3108,2031-09-10,2031-09-12,2,0.0,300.0,0.0,310.0,0,1,150.0,13,1065,3108,
3109,-,2,H3109,2031-09-15,2031-09-18,3,0.0,300.0,0.0,307.5,0,1,100.0,4,212,3109,
3110,-,2,H3110,2031-01-16,2031-01-17,1,0.0,100.0,0.0,128.5,0,1,100.0,23,1623,3110,
3111,-,4,H3111,2030-07-13,2030-07-16,3,0.0,600.0,0.0,628.0,0,1,200.0,61,1710,3111,
3112,-,2,H3112,2031-06-06,2031-06-07,1,0.0,100.0,0.0,116.0,0,1,100.0,25,664,3112,
3113,-,2,H3113,2032-03-31,2032-04-03,3,0.0,300.0,0.0,312.5,0,1,100.0,3,1062,3113,
3114,-,2,H3114,2031-03-31,2031-04-01,1,0.0,100.0,0.0,110.0,0,1,100.0,67,317,3114,
3115,-,2,H3115,2031-10-23,2031-10-27,4,0.0,400.0,0.0,410.0,0,1,100.0,69,852,3115,
3116,-,2,H3116,2030-03-02,2030-03-04,2,0.0,200.0,0.0,200.0,0,1,100.0,28,244,3116,
3117,-,4,H3117,2032-02-22,2032-02-24,2,0.0,400.0,0.0,418.0,0,1,200.0,40,707,3117,
3118,-,3,H3118,2031-01-20,2031-01-25,5,0.0,750.0,0.0,793.0,0,1,150.0,33,676,3118,
3119,-,4,H3119,2032-02-01,2032-02-02,1,0.0,200.0,0.0,223.0,0,1,200.0,39,414,3119,
3120,-,2,H3120,2032-06-02,2032-06-03,1,0.0,100.0,0.0,108.0,0,1,100.0,43,1527,3120,
3121,-,4,H3121,2030-10-01,2030-10-02,1,0.0,200.0,0.0,200.0,0,1,200.0,38,332,3121,
3122,-,3,H3122,2030-09-20,2030-09-24,4,0.0,600.0,0.0,616.5,0,1,150.0,54,1866,3122,
3123,-,3,H3123,2030-08-02,2030-08-05,3,0.0,450.0,0.0,456.0,0,1,150.0,12,1302,3123,
3124,-,4,H3124,2032-02-20,2032-02-21,1,0.0,200.0,0.0,209.0,0,1,200.0,61,904,3124,
3125,-,2,H3125,2030-09-09,2030-09-10,1,0.0,100.0,0.0,132.5,0,1,100.0,7,395,3125,
3126,-,4,H3126,2032-07-27,2032-07-28,1,0.0,200.0,0.0,207.5,0,1,200.0,60,1140,3126,
3127,-,2,H3127,2031-07-11,2031-07-13,2,0.0,200.0,0.0,208.5,0,1,100.0,29,1243,3127,
3128,-,3,H3128,2031-05-10,2031-05-14,4,0.0,600.0,0.0,604.0,0,1,150.0,50,664,3128,
3129,-,3,H3129,2031-11-28,2031-11-29,1,0.0,150.0,0.0,150.0,0,1,150.0,37,286,3129,
3130,-,2,H3130,2032-12-04,2032-12-07,3,0.0,300.0,0.0,320.0,0,1,100.0,62,1160,3130,
3131,-,2,H3131,2030-02-18,2030-02-22,4,0.0,400.0,0.0,415.5,0,1,100.0,42,27,3131,
3132,-,4,H3132,2031-04-30,2031-05-01,1,0.0,200.0,0.0,204.0,0,1,200.0,21,1972,3132,
3133,-,3,H3133,2031-07-31,2031-08-01,1,0.0,150.0,0.0,155.0,0,1,150.0,13,191,3133,
3134,-,2,H3134,2030-01-17,2030-01-18,1,0.0,100.0,0.0,142.5,0,1,100.0,49,1309,3134,
3135,-,2,H3135,2031-08-22,2031-08-24,2,0.0,200.0,0.0,219.5,0,1,100.0,47,1834,3135,
3136,-,3,H3136,2032-04-30,2032-05-02,2,0.0,300.0,0.0,300.0,0,1,150.0,14,1812,3136,
3137,-,2,H3137,2031-10-11,2031-10-15,4,0.0,400.0,0.0,400.0,0,1,100.0,24,1138,3137,
3138,-,3,H3138,2030-06-03,2030-06-04,1,0.0,150.0,0.0,170.0,0,1,150.0,34,182,3138,
3139,-,4,H3139,2032-11-05,2032-11-06,1,0.0,200.0,0.0,228.5,0,1,200.0,59,1308,3139,
3140,-,2,H3140,2031-05-28,2031-05-29,1,0.0,100.0,0.0,106.0,0,1,100.0,28,624,3140,
3141,-,3,H3141,2030-06-03,2030-06-04,1,0.0,150.0,0.0,159.0,0,1,150.0,35,1735,3141,
3142,-,3,H3142,2030-04-12,2030-04-13,1,0.0,150.0,0.0,178.5,0,1,150.0,35,280,3142,
3143,-,2,H3143,2032-09-22,2032-09-26,4,0.0,400.0,0.0,400.0,0,1,100.0,29,219,3143,
3144,-,2,H3144,2031-03-29,2031-03-30,1,0.0,100.0,0.0,102.5,0,1,100.0,22,642,3144,
3145,-,3,H3145,2032-11-08,2032-11-09,1,0.0,150.0,0.0,181.0,0,1,150.0,76,1543,3145,
3146,-,2,H3146,2032-12-18,2032-12-20,2,0.0,200.0,0.0,244.5,0,1,100.0,62,1162,3146,
3147,-,4,H3147,2031-01-30,2031-01-31,1,0.0,200.0,0.0,208.0,0,1,200.0,18,1220,3147,
3148,-,3,H3148,2031-07-16,2031-07-18,2,0.0,300.0,0.0,322.5,0,1,150.0,33,189,3148,
3149,-,3,H3149,2031-07-20,2031-07-25,5,0.0,750.0,0.0,756.0,0,1,150.0,35,1534,3149,
3150,-,3,H3150,2030-11-08,2030-11-09,1,0.0,150.0,0.0,187.0,0,1,150.0,16,1897,3150,
3151,-,3,H3151,2030-10-18,2030-10-19,1,0.0,150.0,0.0,157.0,0,1,150.0,52,1719,3151,
3152,-,2,H3152,2032-01-12,2032-01-15,3,0.0,300.0,0.0,300.0,0,1,100.0,43,1119,3152,
3153,-,3,H3153,2030-05-22,2030-05-25,3,0.0,450.0,0.0,456.5,0,1,150.0,76,627,3153,
3154,-,3,H3154,2032-11-29,2032-12-02,3,0.0,450.0,0.0,456.0,0,1,150.0,36,846,3154,
3155,-,4,H3155,2031-11-02,2031-11-03,1,0.0,200.0,0.0,219.0,0,1,200.0,79,731,3155,
3156,-,2,H3156,2030-02-23,2030-02-28,5,0.0,500.0,0.0,526.0,0,1,100.0,43,653,3156,
3157,-,3,H3157,2030-01-26,2030-01-27,1,0.0,150.0,0.0,187.5,0,1,150.0,57,1363,3157,
3158,-,4,H3158,2030-05-18,2030-05-21,3,0.0,600.0,0.0,600.0,0,1,200.0,78,629,3158,
3159,-,2,H3159,2032-12-01,2032-12-04,3,0.0,300.0,0.0,300.0,0,1,100.0,28,401,3159,
3160,-,3,H3160,2032-07-20,2032-07-21,1,0.0,150.0,0.0,154.0,0,1,150.0,51,1837,3160,
3161,-,2,H3161,2031-08-23,2031-08-27,4,0.0,400.0,0.0,403.0,0,1,100.0,43,727,3161,
3162,-,3,H3162,2032-07-17,2032-07-19,2,0.0,300.0,0.0,312.0,0,1,150.0,35,466,3162,
3163,-,3,H3163,2031-10-31,2031-11-01,1,0.0,150.0,0.0,150.0,0,1,150.0,17,708,3163,
3164,-,3,H3164,2030-06-02,2030-06-03,1,0.0,150.0,0.0,158.5,0,1,150.0,30,454,3164,
3165,-,4,H3165,2030-12-16,2030-12-17,1,0.0,200.0,0.0,223.5,0,1,200.0,20,349,3165,
3166,-,2,H3166,2030-08-07,2030-08-09,2,0.0,200.0,0.0,207.5,0,1,100.0,47,1184,3166,
3167,-,4,H3167,2031-02-21,2031-02-22,1,0.0,200.0,0.0,262.0,0,1,200.0,41,407,3167,
3168,-,2,H3168,2031-07-05,2031-07-06,1,0.0,100.0,0.0,100.0,0,1,100.0,29,383,3168,
3169,-,4,H3169,2030-12-14,2030-12-15,1,0.0,200.0,0.0,232.5,0,1,200.0,40,1969,3169,
3170,-,2,H3170,2030-09-17,2030-09-19,2,0.0,200.0,0.0,200.0,0,1,100.0,46,1007,3170,
3171,-,4,H3171,2031-02-12,2031-02-13,1,0.0,200.0,0.0,200.0,0,1,200.0,80,1406,3171,
3172,-,4,H3172,2030-08-30,2030-08-31,1,0.0,200.0,0.0,200.0,0,1,200.0,20,534,3172,
3173,-,3,H3173,2032-05-31,2032-06-02,2,0.0,300.0,0.0,302.0,0,1,150.0,76,1457,3173,
3174,-,4,H3174,2030-12-01,2030-12-02,1,0.0,200.0,0.0,200.0,0,1,200.0,78,1115,3174,
3175,-,1,H3175,2031-02-05,2031-02-07,2,0.0,100.0,0.0,106.0,0,1,50.0,1,1912,3175,
3176,-,3,H3176,2031-01-19,2031-01-20,1,0.0,150.0,0.0,153.5,0,1,150.0,30,1701,3176,
3177,-,4,H3177,2031-08-31,2031-09-01,1,0.0,200.0,0.0,209.0,0,1,200.0,19,326,3177,
3178,-,4,H3178,2032-12-22,2032-12-26,4,0.0,800.0,0.0,800.0,0,1,200.0,20,1197,3178,
3179,-,2,H3179,2031-05-21,2031-05-23,2,0.0,200.0,0.0,209.0,0,1,100.0,26,1279,3179,
3180,-,3,H3180,2031-10-01,2031-10-02,1,0.0,150.0,0.0,152.0,0,1,150.0,77,714,3180,
3181,-,3,H3181,2031-10-28,2031-10-29,1,0.0,150.0,0.0,150.0,0,1,150.0,57,457,3181,
3182,-,3,H3182,2030-05-05,2030-05-07,2,0.0,300.0,0.0,322.5,0,1,150.0,30,1500,3182,
3183,-,3,H3183,2030-09-23,2030-09-24,1,0.0,150.0,0.0,150.0,0,1,150.0,10,1088,3183,
3184,-,3,H3184,2031-02-14,2031-02-15,1,0.0,150.0,0.0,160.0,0,1,150.0,15,1774,3184,
3185,-,2,H3185,2030-11-07,2030-11-10,3,0.0,300.0,0.0,300.0,0,1,100.0,3,1253,3185,
3186,-,4,H3186,2031-05-22,2031-05-25,3,0.0,600.0,0.0,600.0,0,1,200.0,59,482,3186,
3187,-,4,H3187,2032-06-02,2032-06-04,2,0.0,400.0,0.0,406.0,0,1,200.0,80,1594,3187,
3188,-,2,H3188,2030-12-20,2030-12-21,1,0.0,100.0,0.0,117.0,0,1,100.0,8,221,3188,
3189,-,3,H3189,2031-02-20,2031-02-22,2,0.0,300.0,0.0,311.0,0,1,150.0,53,869,3189,
3190,-,3,H3190,2031-10-28,2031-10-29,1,0.0,150.0,0.0,166.0,0,1,150.0,51,433,3190,
3191,-,3,H3191,2030-02-14,2030-02-19,5,0.0,750.0,0.0,754.0,0,1,150.0,35,253,3191,
3192,-,3,H3192,2031-04-28,2031-05-02,4,0.0,600.0,0.0,626.5,0,1,150.0,53,1593,3192,
3193,-,3,H3193,2032-08-21,2032-08-22,1,0.0,150.0,0.0,158.0,0,1,150.0,55,1870,3193,
3194,-,3,H3194,2032-06-07,2032-06-10,3,0.0,450.0,0.0,468.0,0,1,150.0,17,991,3194,
3195,-,2,H3195,2032-12-30,2033-01-03,4,0.0,400.0,0.0,400.0,0,1,100.0,44,644,3195,
3196,-,3,H3196,2031-02-18,2031-02-22,4,0.0,600.0,0.0,615.0,0,1,150.0,74,1262,3196,
3197,-,1,H3197,2030-03-15,2030-03-16,1,0.0,50.0,0.0,66.5,0,1,50.0,1,148,3197,
3198,-,2,H3198,2031-08-16,2031-08-17,1,0.0,100.0,0.0,133.0,0,1,100.0,27,629,3198,
3199,-,2,H3199,2030-07-22,2030-07-24,2,0.0,200.0,0.0,208.0,0,1,100.0,9,94,3199,
3200,-,3,H3200,2032-09-12,2032-09-15,3,0.0,450.0,0.0,450.0,0,1,150.0,57,469,3200,
3201,-,4,H3201,2030-09-12,2030-09-14,2,0.0,400.0,0.0,413.0,0,1,200.0,60,131,3201,
3202,-,3,H3202,2030-09-21,2030-09-23,2,0.0,300.0,0.0,300.0,0,1,150.0,17,1361,3202,
3203,-,2,H3203,2032-06-16,2032-06-17,1,0.0,100.0,0.0,113.0,0,1,100.0,64,1962,3203,
3204,-,4,H3204,2030-11-15,2030-11-16,1,0.0,200.0,0.0,209.0,0,1,200.0,81,1035,3204,
3205,-,3,H3205,2030-06-29,2030-06-30,1,0.0,150.0,0.0,157.5,0,1,150.0,56,272,3205,
3206,-,2,H3206,2032-01-24,2032-01-25,1,0.0,100.0,0.0,106.0,0,1,100.0,26,1804,3206,
3207,-,4,H3207,2030-05-18,2030-05-19,1,0.0,200.0,0.0,200.0,0,1,200.0,40,367,3207,
3208,-,2,H3208,2032-12-17,2032-12-19,2,0.0,200.0,0.0,202.5,0,1,100.0,69,1479,3208,
3209,-,3,H3209,2031-11-23,2031-11-25,2,0.0,300.0,0.0,326.0,0,1,150.0,12,1460,3209,
3210,-,2,H3210,2031-09-10,2031-09-11,1,0.0,100.0,0.0,100.0,0,1,100.0,45,703,3210,
3211,-,2,H3211,2031-09-24,2031-09-25,1,0.0,100.0,0.0,114.0,0,1,100.0,2,1681,3211,
3212,-,2,H3212,2031-01-14,2031-01-15,1,0.0,100.0,0.0,115.5,0,1,100.0,44,1943,3212,
3213,-,2,H3213,2031-10-31,2031-11-01,1,0.0,100.0,0.0,112.0,0,1,100.0,45,1945,3213,
3214,-,4,H3214,2030-11-07,2030-11-11,4,0.0,800.0,0.0,825.5,0,1,200.0,80,246,3214,
3215,-,4,H3215,2032-07-31,2032-08-02,2,0.0,400.0,0.0,429.5,0,1,200.0,60,1063,3215,
3216,-,2,H3216,2032-06-21,2032-06-22,1,0.0,100.0,0.0,128.5,0,1,100.0,2,1571,3216,
3217,-,3,H3217,2031-11-28,2031-12-03,5,0.0,750.0,0.0,750.0,0,1,150.0,75,1817,3217,
3218,-,3,H3218,2032-03-25,2032-03-26,1,0.0,150.0,0.0,167.5,0,1,150.0,72,876,3218,
3219,-,2,H3219,2032-06-21,2032-06-26,5,0.0,500.0,0.0,551.5,0,1,100.0,2,1695,3219,
3220,-,3,H3220,2030-07-30,2030-07-31,1,0.0,150.0,0.0,168.0,0,1,150.0,57,1889,3220,
3221,-,2,H3221,2030-05-28,2030-05-30,2,0.0,200.0,0.0,208.0,0,1,100.0,42,671,3221,
3222,-,4,H3222,2030-01-21,2030-01-23,2,0.0,400.0,0.0,414.5,0,1,200.0,60,1163,3222,
3223,-,2,H3223,2030-06-06,2030-06-09,3,0.0,300.0,0.0,300.0,0,1,100.0,48,722,3223,
3224,-,3,H3224,2031-06-22,2031-06-25,3,0.0,450.0,0.0,450.0,0,1,150.0,37,887,3224,
3225,-,4,H3225,2030-03-24,2030-03-26,2,0.0,400.0,0.0,418.0,0,1,200.0,58,613,3225,
3226,-,3,H3226,2032-01-22,2032-01-23,1,0.0,150.0,0.0,182.0,0,1,150.0,55,1362,3226,
3227,-,2,H3227,2031-07-16,2031-07-18,2,0.0,200.0,0.0,203.0,0,1,100.0,3,236,3227,
3228,-,4,H3228,2030-10-28,2030-10-29,1,0.0,200.0,0.0,228.0,0,1,200.0,20,1787,3228,
3229,-,2,H3229,2030-07-27,2030-07-28,1,0.0,100.0,0.0,106.0,0,1,100.0,66,866,3229,
3230,-,3,H3230,2030-03-14,2030-03-17,3,0.0,450.0,0.0,469.5,0,1,150.0,15,805,3230,
3231,-,2,H3231,2030-12-18,2030-12-20,2,0.0,200.0,0.0,200.0,0,1,100.0,69,1430,3231,
3232,-,3,H3232,2031-05-12,2031-05-13,1,0.0,150.0,0.0,161.5,0,1,150.0,35,1474,3232,
3233,-,3,H3233,2032-05-21,2032-05-25,4,0.0,600.0,0.0,600.0,0,1,150.0,35,58,3233,
3234,-,3,H3234,2031-07-26,2031-07-29,3,0.0,450.0,0.0,459.0,0,1,150.0,34,594,3234,
3235,-,2,H3235,2032-11-05,2032-11-07,2,0.0,200.0,0.0,200.0,0,1,100.0,29,1262,3235,
3236,-,2,H3236,2030-03-11,2030-03-13,2,0.0,200.0,0.0,200.0,0,1,100.0,28,1391,3236,
3237,-,4,H3237,2030-07-05,2030-07-07,2,0.0,400.0,0.0,454.0,0,1,200.0,40,70,3237,
3238,-,3,H3238,2031-11-18,2031-11-23,5,0.0,750.0,0.0,750.0,0,1,150.0,14,1353,3238,
3239,-,4,H3239,2032-11-20,2032-11-21,1,0.0,200.0,0.0,203.5,0,1,200.0,58,465,3239,
3240,-,2,H3240,2030-04-30,2030-05-05,5,0.0,500.0,0.0,525.5,0,1,100.0,62,336,3240,
3241,-,4,H3241,2030-05-23,2030-05-24,1,0.0,200.0,0.0,210.0,0,1,200.0,80,902,3241,
3242,-,4,H3242,2031-01-11,2031-01-14,3,0.0,600.0,0.0,659.5,0,1,200.0,80,537,3242,
3243,-,4,H3243,2032-08-17,2032-08-21,4,0.0,800.0,0.0,812.5,0,1,200.0,41,1530,3243,
3244,-,2,H3244,2030-06-17,2030-06-22,5,0.0,500.0,0.0,510.0,0,1,100.0,24,1839,3244,
3245,-,2,H3245,2031-12-24,2031-12-25,1,0.0,100.0,0.0,116.0,0,1,100.0,6,1794,3245,
3246,-,3,H3246,2030-11-11,2030-11-12,1,0.0,150.0,0.0,150.0,0,1,150.0,17,466,3246,
3247,-,3,H3247,2030-07-10,2030-07-14,4,0.0,600.0,0.0,618.0,0,1,150.0,72,793,3247,
3248,-,3,H3248,2031-11-24,2031-11-25,1,0.0,150.0,0.0,152.5,0,1,150.0,32,1261,3248,
3249,-,3,H3249,2031-11-17,2031-11-20,3,0.0,450.0,0.0,456.0,0,1,150.0,31,1651,3249,
3250,-,3,H3250,2031-11-08,2031-11-13,5,0.0,750.0,0.0,758.0,0,1,150.0,71,1262,3250,
3251,-,2,H3251,2030-08-18,2030-08-20,2,0.0,200.0,0.0,214.5,0,1,100.0,69,24,3251,
3252,-,4,H3252,2032-03-21,2032-03-22,1,0.0,200.0,0.0,207.5,0,1,200.0,59,1129,3252,
3253,-,3,H3253,2030-02-16,2030-02-17,1,0.0,150.0,0.0,184.0,0,1,150.0,34,468,3253,
